dex,name,type_1,type_2,total,hp,attack,defense,sp_atk,sp_def,speed,height_m,weight_kgs,bmi,is_legendary,is_mythical,is_paradox,is_ultra_beast,is_special,category,generation,has_bug,has_dark,has_dragon,has_electric,has_fairy,has_fighting,has_fire,has_flying,has_ghost,has_grass,has_ground,has_ice,has_normal,has_poison,has_psychic,has_rock,has_steel,has_water,is_dual_type,idx1,idx2,def_type,defense_score,eff_atk,eff_def,eff_spd,eff_atk_s,eff_def_s,eff_spd_s,bst_score,offensive_rating,defensive_rating,total_rating,tier,role
80,Slowbro,Water,Psychic,490,95,75,110,100,80,30,1.6,78.5,30.7,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,3,11,Water/Psychic,38.46153846153847,100,8911.789943664517,0.33653846153846156,0.46296296296296297,0.13979278343003163,0.22435897435897437,14.86735246818535,34.979613442269816,32.53861858674543,33.759116014507626,F,Balanced
83,Farfetch'd,Normal,Flying,377,52,90,55,58,62,60,0.8,15,23.4,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,10,Normal/Flying,38.46153846153847,90,3036.550674696538,0.36538461538461536,0.4166666666666667,0.0476321674462202,0.24358974358974358,4.917078033314301,23.549024884145467,20.098711590485127,21.823868237315295,F,Balanced
83,Farfetch'dGalarian Farfetch'd,Fighting,NA,377,52,95,55,58,62,55,0.8,42,65.6,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 1,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,7,NA,Fighting,25,95,3036.550674696538,0.3605769230769231,0.4398148148148148,0.0476321674462202,0.2403846153846154,4.917078033314301,24.166546251666833,16.199138940912476,20.182842596289653,F,Balanced
85,Dodrio,Normal,Flying,470,60,110,70,60,60,110,1.8,85.2,26.3,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,10,Normal/Flying,38.46153846153847,110,3888.4444190447157,0.6634615384615384,0.5092592592592593,0.06099520657325044,0.4423076923076923,14.17374775096818,40.43288138357008,30.23164980274329,35.332265593156684,D,Offensive
87,Dewgong,Water,Ice,475,90,70,80,70,95,70,1.7,120,41.5,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,3,6,Water/Ice,15.384615384615385,84,7846.0180983732125,0.375,0.3888888888888889,0.12307479369997196,0.25,15.432014288924194,33.83712971779069,25.33452728644147,29.58582850211608,F,Balanced
89,Muk,Poison,NA,500,105,105,75,65,100,50,1.2,30,20.8,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,FALSE,8,NA,Poison,50,105,9093.266739736606,0.3557692307692308,0.4861111111111111,0.14263947827037812,0.2371794871794872,17.759444378215203,38.890922273478495,39.09945852337094,38.99519039842472,D,Balanced
89,MukAlolan Muk,Poison,Dark,500,105,105,75,65,100,50,1,52,52,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,8,16,Poison/Dark,61.53846153846154,105,9093.266739736606,0.3557692307692308,0.4861111111111111,0.14263947827037812,0.2371794871794872,17.759444378215203,38.890922273478495,42.56099698490941,40.72595962919395,D,Balanced
91,Cloyster,Water,Ice,525,50,95,180,85,45,70,1.5,132.5,58.9,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,3,6,Water/Ice,15.384615384615385,95,4500,0.375,0.4398148148148148,0.07058823529411765,0.25,18.50280618625002,38.120780042459174,27.451197337582347,32.78598869002076,F,Offensive
94,Gengar,Ghost,Poison,500,60,65,60,130,75,110,1.5,40.5,18,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,14,8,Poison/Ghost,46.15384615384615,130,4024.922359499621,0.6634615384615384,0.6018518518518519,0.06313603701175877,0.4423076923076923,17.759444378215203,46.80920077122593,36.73197422376237,41.77058749749415,D,Offensive
94,GengarMega Gengar,Ghost,Poison,600,60,65,80,170,95,130,1.4,40.5,20.7,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,14,8,Poison/Ghost,46.15384615384615,170,5230.678732248809,0.84935897435897445,0.7870370370370371,0.08204986246664799,0.5662393162393163,31.26389855609462,68.95705243174922,51.80147132367024,60.37926187770973,B,Offensive
97,Hypno,Psychic,NA,483,85,73,70,73,115,67,1.6,75.6,29.5,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,11,NA,Psychic,16.666666666666664,87.6,7626.3523390937025,0.3721153846153846,0.4055555555555555,0.11962905629950905,0.24807692307692308,16.235429275373313,35.07371643368319,26.539859959894862,30.806788196789025,F,Balanced
99,Kingler,Water,NA,475,55,130,115,50,50,75,1.3,60,35.5,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,3,NA,Water,41.66666666666667,130,4170.581494228353,0.3798076923076923,0.6018518518518519,0.06542088618397417,0.2532051282051282,16.29333600183721,40.81833995141969,33.974548381363704,37.396444166391696,D,Balanced
101,Electrode,Electric,NA,490,60,50,70,80,80,150,1.2,66.6,46.3,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 1,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,4,NA,Electric,41.66666666666667,80,4489.98886412873,1.0352564102564104,0.37037037037037035,0.07043119786868596,0.6901709401709403,18.50280618625002,46.60060704867581,34.915377157320705,40.75799210299826,D,Offensive
101,ElectrodeHisuian Electrode,Electric,Grass,490,60,50,70,80,80,150,1.2,71,49.3,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,5,Electric/Grass,30.76923076923077,80,4489.98886412873,1.0352564102564104,0.37037037037037035,0.07043119786868596,0.6901709401709403,18.50280618625002,46.60060704867581,31.646146388089935,39.12337671838287,D,Offensive
103,ExeggutorAlolan Exeggutor,Grass,Dragon,530,95,105,85,125,75,45,10.9,415.6,3.5,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,5,15,Grass/Dragon,7.6923076923076925,125,7585.141725768874,0.35096153846153844,0.5787037037037037,0.11898261530617842,0.23397435897435895,16.29333600183721,39.98372742017001,24.928833299100024,32.456280359635016,F,Offensive
103,Exeggutor,Grass,Psychic,530,95,95,85,125,75,55,2,120,30,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,5,11,Grass/Psychic,15.384615384615385,125,7585.141725768874,0.3605769230769231,0.5787037037037037,0.11898261530617842,0.2403846153846154,17.759444378215203,41.603681950394154,28.702633983170323,35.15315796678224,D,Offensive
105,MarowakAlolan Marowak,Fire,Ghost,425,60,80,110,50,80,45,1,34,34,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,14,Fire/Ghost,61.53846153846154,80,5628.498911788116,0.35096153846153844,0.37037037037037035,0.08829017900844104,0.23397435897435895,9.803400525294869,27.05963732584124,32.606125505258134,29.832881415549686,F,Balanced
105,Marowak,Ground,NA,425,60,80,110,50,80,45,1,45,45,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,FALSE,9,NA,Ground,33.33333333333333,80,5628.498911788116,0.35096153846153844,0.37037037037037035,0.08829017900844104,0.23397435897435895,9.803400525294869,27.05963732584124,24.144587043719675,25.60211218478046,F,Balanced
106,Hitmonlee,Fighting,NA,455,50,120,53,35,110,87,1.5,49.8,22.1,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 1,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,7,NA,Fighting,25,120,3817.7218337642153,0.4496794871794872,0.5555555555555556,0.0598858326864975,0.2997863247863248,15.574430642031121,39.79528409968857,27.845023959840397,33.82015402976448,F,Offensive
107,Hitmonchan,Fighting,NA,455,50,105,79,35,110,76,1.4,50.2,25.6,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 1,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,7,NA,Fighting,25,105,4661.008474568567,0.38076923076923075,0.4861111111111111,0.07311385842460498,0.25384615384615383,15.574430642031121,36.68875481821978,27.745829910888308,32.21729236455404,F,Balanced
110,WeezingGalarian Weezing,Poison,Fairy,490,65,90,120,85,70,60,3,16,1.8,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,8,18,Poison/Fairy,53.84615384615385,105,5957.348403442592,0.36538461538461536,0.4861111111111111,0.09344860240694262,0.24358974358974358,15.574430642031121,36.56460943595995,36.88770992031057,36.72615967813526,D,Balanced
110,Weezing,Poison,NA,490,65,90,120,85,70,60,1.2,9.5,6.6,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,FALSE,8,NA,Poison,50,105,5957.348403442592,0.36538461538461536,0.4861111111111111,0.09344860240694262,0.24358974358974358,15.574430642031121,36.56460943595995,35.73386376646441,36.14923660121218,D,Balanced
115,Kangaskhan,Normal,NA,490,105,95,80,40,80,90,2.2,80,16.5,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,FALSE,1,NA,Normal,33.33333333333333,95,8400,0.4775641025641026,0.4398148148148148,0.13176470588235295,0.3183760683760684,20,41.6260583207642,35.80124183006536,38.713650075414776,D,Balanced
115,KangaskhanMega Kangaskhan,Normal,NA,590,105,125,100,60,100,100,2.2,100,20.7,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,FALSE,1,NA,Normal,33.33333333333333,125,10500,0.5705128205128205,0.5787037037037037,0.16470588235294117,0.3803418803418803,30.740991339960704,58.2185428733946,48.16615473865352,53.19234880602406,C,Offensive
119,Seaking,Water,NA,450,80,92,65,65,80,68,1.3,39,23.1,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,3,NA,Water,41.66666666666667,92,5768.882040742383,0.3730769230769231,0.42592592592592593,0.09049226730576286,0.24871794871794872,10.955400749568835,30.24536290041196,28.182770720462702,29.21406681043733,F,Balanced
121,Starmie,Water,Psychic,520,60,75,85,100,85,115,1.1,80,66.1,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,3,11,Water/Psychic,38.46153846153847,100,5100,0.7099358974358975,0.46296296296296297,0.08,0.47329059829059833,19.25035136485859,44.97821461272184,35.48659068109791,40.232402646909875,D,Balanced
122,Mr. MimeGalarian Mr. Mime,Ice,Psychic,460,50,65,65,90,90,100,1.4,56.8,29,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,6,11,Ice/Psychic,0,90,3824.2646351945887,0.5705128205128205,0.4166666666666667,0.05998846486579747,0.3803418803418803,12.188133226097385,34.1762691434973,16.127856382876523,25.152062763186912,F,Offensive
122,Mr. Mime,Psychic,Fairy,460,40,45,65,100,120,90,1.3,54.5,32.2,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,11,18,Psychic/Fairy,30.76923076923077,100,3532.7043465311385,0.4775641025641026,0.46296296296296297,0.05541497014166492,0.3183760683760684,14.86735246818535,36.72975681894987,28.205858760132315,32.4678077895411,F,Balanced
124,Jynx,Ice,Psychic,455,65,50,35,115,95,95,1.4,40.6,20.7,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,6,11,Ice/Psychic,0,115,3748.0828432680087,0.5240384615384616,0.5324074074074074,0.058793456364988374,0.3493589743589744,13.4951265131967,38.20472485822424,18.100613910400867,28.152669384312553,F,Offensive
127,PinsirMega Pinsir,Bug,Flying,600,65,155,120,65,90,105,1.7,59,20.4,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,12,10,Flying/Bug,15.384615384615385,155,6754.998149518622,0.6169871794871794,0.7175925925925926,0.10596075528656662,0.41132478632478625,31.26389855609462,63.29923573738667,42.72789685391239,53.013566295649525,C,Offensive
127,Pinsir,Bug,NA,500,65,125,100,55,70,85,1.5,55,24.4,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,12,NA,Bug,25,125,5438.290172471491,0.43108974358974356,0.5787037037037037,0.08530651250935672,0.28739316239316237,19.25035136485859,44.02073744846174,32.26992988730538,38.14533366788356,D,Offensive
128,TaurosBlaze Breed,Fighting,Fire,490,75,110,105,30,70,100,1.4,85,43.4,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,7,2,Fire/Fighting,46.15384615384615,110,6429.910574805843,0.5705128205128205,0.5092592592592593,0.10086134234989558,0.3803418803418803,21.49719381374998,46.50834477383226,40.819575431856876,43.66396010284457,D,Balanced
128,Tauros,Normal,NA,490,75,100,95,40,70,110,1.4,88.4,45.1,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,FALSE,1,NA,Normal,33.33333333333333,100,6116.064911362533,0.6634615384615384,0.46296296296296297,0.09593827311941229,0.4423076923076923,20,45.07990314298998,35.08029633264367,40.08009973781682,D,Balanced
128,TaurosAqua Breed,Fighting,Water,490,75,110,105,30,70,100,1.4,110,56.1,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,7,3,Water/Fighting,46.15384615384615,110,6429.910574805843,0.5705128205128205,0.5092592592592593,0.10086134234989558,0.3803418803418803,21.49719381374998,46.50834477383226,40.819575431856876,43.66396010284457,D,Balanced
128,TaurosCombat Breed,Fighting,NA,490,75,110,105,30,70,100,1.4,115,58.7,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 1,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,7,NA,Fighting,25,110,6429.910574805843,0.5705128205128205,0.5092592592592593,0.10086134234989558,0.3803418803418803,21.49719381374998,46.50834477383226,34.47342158570303,40.49088317976765,D,Offensive
130,Gyarados,Water,Flying,540,95,125,79,60,100,81,6.5,235,5.6,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,3,10,Water/Flying,53.84615384615385,125,8443.78469644981,0.3939102564102564,0.5787037037037037,0.13245152465019308,0.2626068376068376,24.42556935796888,48.88395371954525,47.23047432564189,48.05721402259357,C,Balanced
130,GyaradosMega Gyarados,Water,Dark,640,95,155,109,70,130,81,6.5,305,7.2,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,3,16,Water/Dark,46.15384615384615,155,11308.591866364266,0.3939102564102564,0.7175925925925926,0.17738967633512573,0.2626068376068376,34.32595740398049,63.22063734233312,56.73501903773291,59.977828190033016,B,Balanced
131,Lapras,Water,Ice,535,130,85,80,85,95,60,2.5,220,35.2,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,3,6,Water/Ice,15.384615384615385,102,11333.137253205752,0.36538461538461536,0.4722222222222222,0.17777470201107062,0.24358974358974358,22.536271450487746,43.61574017537468,34.25158224747139,38.933661211423036,D,Balanced
132,Ditto,Normal,NA,288,48,48,48,48,48,48,0.3,4,44.4,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,FALSE,1,NA,Normal,33.33333333333333,57.599999999999994,2304,0.3538461538461538,0.26666666666666666,0.03614117647058823,0.23589743589743586,1.8862219233207143,15.764607443682706,14.353610158614831,15.059108801148769,F,Balanced
133,Eevee,Normal,NA,325,55,55,50,45,65,55,0.3,6.5,72.2,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,FALSE,1,NA,Normal,33.33333333333333,55,3135.4824190226295,0.3605769230769231,0.25462962962962965,0.049184037945453014,0.2403846153846154,2.8970594144607094,16.600283300253086,15.605254102929358,16.102768701591224,F,Balanced
133,EeveePartner Eevee,Normal,NA,435,65,75,70,65,85,75,0.3,6.5,72.2,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,FALSE,1,NA,Normal,33.33333333333333,75,5013.855801675992,0.3798076923076923,0.3472222222222222,0.07864871845766261,0.2532051282051282,9.259008660039294,26.224490714375015,23.22991123635653,24.727200975365772,F,Balanced
134,Vaporeon,Water,NA,525,130,65,60,110,95,65,1,29,29,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,3,NA,Water,41.66666666666667,110,9814.784765851973,0.3701923076923077,0.5092592592592593,0.15395740809179564,0.2467948717948718,21.49719381374998,43.62179296315546,40.747727163508635,42.18476006333205,D,Balanced
135,Jolteon,Electric,NA,525,65,65,60,110,95,130,0.8,24.5,38.3,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 1,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,4,NA,Electric,41.66666666666667,110,4907.392382925987,0.84935897435897445,0.5092592592592593,0.07697870404589782,0.5662393162393163,21.49719381374998,50.826587405546746,38.90023826640709,44.863412835976916,D,Offensive
136,Flareon,Fire,NA,525,65,130,60,95,110,65,0.9,25,30.9,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 1,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2,NA,Fire,50,130,5280.624963013374,0.3701923076923077,0.6018518518518519,0.08283333275315097,0.2467948717948718,17.02229932753364,41.49793180268503,37.62141042472038,39.559671113702706,D,Balanced
139,Omastar,Rock,Water,495,70,60,125,115,70,55,1,35,35,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,13,3,Water/Rock,30.76923076923077,115,6547.900426854398,0.3605769230769231,0.5324074074074074,0.10271216355850035,0.2403846153846154,17.759444378215203,40.1171703510192,32.64974997883289,36.38346016492604,D,Balanced
141,Kabutops,Rock,Water,495,60,115,105,65,70,80,1.3,40.5,24,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,13,3,Water/Rock,30.76923076923077,115,5143.928459844674,0.38461538461538464,0.5324074074074074,0.08068907387991646,0.25641025641025644,17.02229932753364,39.63250214688152,31.384050775865312,35.50827646137341,D,Balanced
142,AerodactylMega Aerodactyl,Rock,Flying,615,80,135,85,70,95,150,2.1,79,17.9,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,13,10,Flying/Rock,38.46153846153847,135,7188.880302244571,1.0352564102564104,0.625,0.11276674983913053,0.6901709401709403,32.24484248704561,68.23554555018296,50.239706021646285,59.237625785914624,B,Offensive
142,Aerodactyl,Rock,Flying,515,80,105,65,60,75,130,1.8,59,18.2,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,13,10,Flying/Rock,38.46153846153847,105,5585.6960175075765,0.84935897435897445,0.4861111111111111,0.08761876105894238,0.5662393162393163,20.74964863514141,49.44843812457199,37.30762710568423,43.37803261512811,D,Offensive
143,Snorlax,Normal,NA,540,160,110,65,65,110,30,2.1,460,104.3,FALSE,FALSE,FALSE,FALSE,FALSE,Regular,Gen 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,FALSE,1,NA,Normal,33.33333333333333,110,13529.227620230211,0.33653846153846156,0.5092592592592593,0.21222317835655233,0.22435897435897437,23.70666399816279,45.64239623069527,41.8555758342756,43.74898603248543,D,Balanced
144,ArticunoGalarian Articuno,Psychic,Flying,580,90,85,85,125,100,95,1.7,50.9,17.6,TRUE,FALSE,FALSE,FALSE,TRUE,Legendary,Gen 1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,11,10,Flying/Psychic,23.076923076923077,125,8297.5900115636,0.5240384615384616,0.5787037037037037,0.13015827469119373,0.3493589743589744,26.5048734868033,53.03154963067696,40.023971224691095,46.52776042768403,C,Offensive
144,Articuno,Ice,Flying,580,90,85,100,95,125,85,1.7,55.4,19.2,TRUE,FALSE,FALSE,FALSE,TRUE,Legendary,Gen 1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,6,10,Ice/Flying,15.384615384615385,95,10062.305898749053,0.43108974358974356,0.4398148148148148,0.1578400925293969,0.28739316239316237,26.5048734868033,47.543794383860025,37.547309211782334,42.545551797821176,D,Balanced
145,Zapdos,Electric,Flying,580,90,90,85,125,90,100,1.6,52.6,20.5,TRUE,FALSE,FALSE,FALSE,TRUE,Legendary,Gen 1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,10,Electric/Flying,61.53846153846154,125,7871.785058041156,0.5705128205128205,0.5787037037037037,0.12347898130260637,0.3803418803418803,25.826252249031818,53.0564423761637,50.72350848405506,51.88997543010938,C,Balanced
